,action,adaptation,addiction,anticipation,anxiety,arousal,association,attention,autobiographical_memory,balance,belief,categorization,cognitive_control,communication,competition,concept,consciousness,consolidation,context,coordination,decision,decision_making,detection,discrimination,distraction,eating,efficiency,effort,emotion,emotion_regulation,empathy,encoding,episodic_memory,expectancy,expertise,extinction,face_recognition,facial_expression,familiarity,fear,fixation,focus,gaze,goal,hyperactivity,imagery,impulsivity,induction,inference,inhibition,insight,integration,intelligence,intention,interference,judgment,knowledge,language,language_comprehension,learning,listening,localization,loss,maintenance,manipulation,meaning,memory,memory_retrieval,mental_imagery,monitoring,mood,morphology,motor_control,movement,multisensory,naming,navigation,object_recognition,pain,perception,planning,priming,psychosis,reading,reasoning,recall,recognition,rehearsal,reinforcement_learning,response_inhibition,response_selection,retention,retrieval,reward_anticipation,rhythm,risk,rule,salience,search,selective_attention,semantic_memory,sentence_comprehension,skill,sleep,social_cognition,spatial_attention,speech_perception,speech_production,strategy,strength,stress,sustained_attention,task_difficulty,thought,uncertainty,updating,utility,valence,verbal_fluency,visual_attention,visual_perception,word_recognition,working_memory
7Networks_LH_Limbic_TempPole_5,-0.568827863,-0.376360341,-0.417645697,-0.492039642,-0.161969938,-0.227276039,0.684981795,-1.138279496,1.114521706,-0.596372276,-0.283119425,-0.882179552,-0.510713081,-0.131657965,-0.075828292,0.900032128,-0.086581332,-0.091904626,0.438148319,-0.078573872,0.506015882,-0.76026951,-0.139467043,-0.741748072,-0.108081926,0.38590082,0.045708197,0.042680447,-0.224813963,0.226167839,-0.43557665,1.5415517,1.805049304,-0.556066396,0.812675116,-0.085779511,0.917143552,0.373207202,0.64962136,0.008911587,0.447750138,-0.285512717,0.117898644,-0.724499461,0.0031871,-0.365852137,-0.198643862,-0.113251745,-0.265726463,-0.684365695,0.011168152,1.195632732,-0.341783431,-0.212179599,-0.241944314,1.007536415,1.122445349,1.423955184,1.365786254,-0.226249574,0.575638628,-0.33525938,1.125592554,-0.427170858,-0.190301095,1.510066093,1.575404764,0.592689544,0.184394521,-0.230966866,-0.194198112,0.305508255,-0.741596655,-0.99401406,0.224998373,0.764512814,-0.187845864,0.477789647,-0.598613976,-0.458185978,-0.30603974,-0.015411763,-0.653085416,2.089516725,-0.276284433,1.19789288,2.174986571,-0.16405732,-0.456744277,-0.709731735,-0.572205234,0.800099977,1.425044758,-0.020511068,-0.197632901,-0.085554802,0.067565575,-0.036208349,0.54744176,-0.559565352,3.032144735,0.324975419,0.576000781,0.505036312,-0.253137183,-0.603530894,0.003127421,0.470625298,-0.346583375,-0.378342364,0.115366655,0.445164985,-0.294243798,0.776603951,-0.126097521,-0.737058399,-0.400246226,-0.221268067,-0.357210803,-0.483437456,-0.383226499,1.490953576,-1.110725088
7Networks_LH_Limbic_TempPole_6,-0.584029061,-0.800374339,-0.199622947,-0.93596099,0.153942398,0.094250539,-0.343091686,-0.970665544,1.204949583,-0.212195764,1.527684711,-0.532041033,-0.473187431,1.24934401,0.058694846,0.303028683,-0.315451942,0.970218132,0.9442537,-0.728607797,0.04720865,-0.205296523,-0.551457875,-0.073561594,-0.045345004,-0.059783434,-0.30296493,0.008605066,0.897032166,0.212996931,1.283558696,0.307558501,1.234333942,-0.289423234,0.101634358,-0.022135677,-0.025646787,0.989200378,0.524190346,0.625910978,-0.587708818,0.067206125,-0.175287389,0.550127126,-0.225755267,-0.882846357,-0.736960813,0.22301102,0.99683146,-0.877809645,0.082879644,0.496520636,-0.102108591,0.349293076,-0.852627992,0.089871606,1.387810991,2.112730805,1.187119651,-0.563866427,0.466530539,-0.52965229,0.672675991,-0.439399292,-0.648134829,1.127667694,1.686808543,1.831002307,-0.122720624,-0.485556736,0.109742585,0.743186012,-0.342807962,-1.178404484,-0.257668397,0.035302603,-0.420571608,-0.600198229,-0.299173438,-0.317715947,0.052673002,-0.604989162,-0.450456143,0.690436609,-0.191501584,0.186557863,0.161889756,-0.279713178,-0.561772522,-0.840691991,-0.346421409,0.183184654,2.270512647,-0.70841152,-0.140447687,-0.516596968,0.105740794,0.412682364,-0.506312448,-0.236380942,2.661385757,0.142552195,0.318178027,0.259145191,2.102138022,-0.91119683,-0.048173077,0.276699715,0.708197269,-0.306845302,-0.182262718,-0.287087399,0.418285105,1.354924297,-0.383771875,-0.483826737,0.058731127,1.091666778,-0.451647826,-0.785098355,-0.728922204,-0.33221073,-0.494538507
7Networks_LH_Limbic_TempPole_7,-0.663592977,-0.191313309,-0.559695367,-0.719474857,0.365373166,0.433237111,0.374298862,-1.106465835,0.966961054,-0.071356201,0.159644115,-0.263387739,-0.598964281,0.569507719,-0.453187577,-0.146909007,-0.346040826,0.565836586,0.767101275,-0.678196728,0.005128966,-0.392349233,-0.424166786,0.009632549,0.018243062,0.046211688,-0.9581927,0.23677147,1.946345098,0.646913367,1.342212643,0.880931533,1.146699895,-0.269127301,0.234908592,0.268085643,0.760959035,0.325469114,0.701136097,1.82236029,-0.238481641,-0.733188299,-0.018282977,-0.675303269,0.169123426,-0.514342425,-0.77629976,0.221299253,0.026060536,-0.836167343,-0.21808051,-0.27240165,-0.018931793,-0.285057308,-0.699878656,-0.605881342,0.137269625,0.745866526,-0.165066712,-0.187543768,-0.147543788,0.052348443,0.339377968,-0.875993153,-0.079456762,-0.36797646,0.967622595,0.314877131,0.267527802,-0.728561269,0.795337176,0.50709645,-0.643220623,-0.868521961,-0.003877674,0.784737994,-0.286357958,-0.110623014,1.009949258,0.343196811,-0.415019448,-0.328447408,-0.021788368,0.008175302,-0.162759745,0.808549322,0.398346157,-0.398893656,-0.216761392,-0.444951415,-0.162685383,-0.321603938,1.21486978,-0.042035204,-0.141974956,-0.458917171,-0.801284945,0.812149944,-0.385970461,-0.518187992,1.855959746,-0.527032677,0.267973493,-0.256362787,0.001272144,-0.59575625,-0.342358027,-0.138004872,-0.021123158,-0.058230709,0.049177321,-0.575600508,-0.191597274,1.209738378,-0.170008233,-0.383813101,-0.191335144,2.317890977,-0.529155685,-0.711412083,-0.674939115,-0.498902578,-0.948832673
7Networks_LH_Limbic_TempPole_8,-1.928297302,-0.188238462,0.195271189,-0.924369763,0.436819448,0.539557541,0.681475125,-0.94141906,2.707460503,0.426786852,0.853581794,0.066791211,0.084054653,0.26150706,-0.300233186,0.581351843,-0.125484532,1.583899397,-0.343261367,-0.566094304,-0.654072181,-1.003331338,-0.259932324,0.045619265,-0.662961799,0.347103568,0.157195572,-0.451540382,0.739337165,0.948751718,0.505297036,3.34839067,5.860574482,-0.591125635,0.030716527,0.986353409,0.317242912,-0.33172382,1.761201268,0.860218931,0.004323797,-0.746647988,-0.684131391,-0.223464709,-0.556911335,-0.41354906,-0.341031915,-0.481834673,-0.391730097,-0.848645938,0.094018877,0.55787445,-0.305534794,-0.379601822,-1.178988453,-0.447009794,0.353525191,-0.69263857,0.650470256,1.213655692,-0.803183245,0.232260338,-0.1339313,0.779428525,-0.190406851,-0.321200265,4.86350149,3.561566277,-0.187601251,-0.19441321,-0.05683479,-0.586427542,-0.498994051,-1.458796085,-0.150659696,-0.319342854,1.786371732,-0.277511538,0.056593931,-0.823636468,-0.481333865,-0.461010405,-0.627423759,-1.182319356,-0.632085162,2.161076964,2.261582267,-0.472529595,-0.103944411,-0.869039611,-0.863351172,-0.703682551,3.678735329,-0.059590432,-0.520367523,0.086702444,-0.420879158,0.90319899,0.266565334,-0.64145161,2.678348099,-0.435663552,0.019132961,0.703773054,-0.221583654,-0.672944105,-0.780407838,-0.534840516,0.252859357,0.657542005,0.520504008,0.476265818,-0.124280099,0.318886414,-0.231918432,0.185053618,-0.7170194,0.201473953,-0.532120912,-0.47363636,-0.389632071,0.24766342,-0.632875851
7Networks_LH_Cont_Par_1,0.096461511,0.284413165,-0.54636344,-0.041406303,-1.262235126,-0.930145888,-0.181090252,0.706275197,1.825714537,-0.653990062,-0.308766979,0.4845387,-0.139972955,-0.897847113,0.018578329,-0.335679435,0.426158339,0.488896515,-0.600908715,0.352832781,-0.298285069,-0.370535036,0.674135772,0.329800703,0.146033364,-0.520163995,0.260712311,-0.295588214,-1.605008284,-0.761246842,-0.750096309,2.218598951,1.915317068,0.609110078,0.880537644,-0.19235602,-0.778177875,-1.264301364,1.837804344,-1.278199575,0.248565174,-0.224481945,-0.453412798,1.49650906,-0.351255622,2.68938682,-0.222702931,-0.082181275,-0.062406322,-0.874753611,0.015175088,-0.224510867,-0.230997583,-0.26333364,1.174941495,1.652445012,1.026232147,1.386348693,-0.119350575,0.617962655,-1.33730086,0.770753148,-0.996879099,1.735229096,1.888957828,0.693973882,3.467083952,1.74261125,2.466796412,0.252646717,-1.216797063,-0.845026182,-0.570222028,-0.844299972,0.495831714,1.223507308,1.10460588,1.042773102,-1.44788119,-0.326058261,1.962578367,-0.07469627,-1.156410419,1.187469642,0.720739259,0.613739723,1.323753382,0.799925324,-0.340016525,-0.164781455,-0.41303693,0.479294024,4.645188129,-0.001148976,-0.222655566,-0.947242555,1.981474346,-0.884525771,0.337580482,-0.037228942,0.732259417,0.4973584,0.406014818,-0.679663021,-0.421839824,-0.133258941,-0.842795135,0.301839206,1.194832586,-0.619735829,-1.247829696,-0.640162474,1.762551365,1.029280334,-0.171313372,0.240418636,-0.496019477,-0.36049689,0.27812037,2.050851704,0.180374626,0.111182718,2.233598622
7Networks_LH_Cont_Par_2,0.289449259,0.518649922,-0.478939546,0.170254844,-0.497459777,-0.070323762,-0.669067406,0.361244469,-0.227062013,-0.218101084,0.360809353,0.189316857,0.906272096,-0.249737335,0.141914628,-0.198598151,1.121689038,-0.551708101,0.253503399,0.332308639,0.09954995,-0.135288803,0.10481543,-0.183067758,-0.190013889,-0.530803972,0.201791031,-0.241503498,-0.56792594,-0.392382753,0.059402661,0.210989085,0.112839152,2.293455115,-0.482696239,-0.062858798,-0.480557554,0.304375636,-0.23702243,-0.454606759,-1.039200176,0.339664141,-0.178918475,0.53540293,-0.289161101,1.589023304,-0.104026587,-0.440850994,-0.467797026,0.09952881,0.370317394,0.302092885,-0.426620728,0.266530941,0.618661131,0.685202081,0.541419075,0.402566654,-0.491105219,-0.750725604,-0.042134248,-0.292895689,-1.257936375,0.104617685,2.184630334,-0.118277379,0.606993202,1.06752755,1.923857457,1.090536763,-1.153386238,-0.802656254,0.287744791,-0.181062484,-0.682338983,-0.094419334,0.538356221,-0.466734343,0.628229907,0.473153584,1.051623791,-0.023476232,-0.595820865,0.325632855,-0.135350842,-0.424010876,0.686077039,1.170420277,0.434517207,0.421962541,0.546883658,-0.108334655,1.32945054,0.248348886,-0.367615756,-0.84541475,0.984269394,-0.154169208,-0.235987704,-0.615285549,-0.254166454,0.395299257,0.573951815,-0.81593765,-0.210410335,-0.265841965,-0.047413209,0.188042456,0.217276172,0.359150676,-1.195173765,-0.431528566,-0.207295004,0.691230095,0.390190326,0.252209425,0.114841429,-0.668702518,-0.323748451,-0.423370174,-0.011768624,-0.03439384,0.340577128
7Networks_LH_Cont_Par_3,1.044414545,0.527144701,-0.761935983,-0.568726724,-0.340983915,-0.540415401,-0.271326832,0.897523107,0.162068421,0.505498141,1.325623587,-0.085158988,1.23464754,-0.259319854,0.534360155,0.442001517,0.13821855,-0.057569084,0.967413537,-0.105017158,0.522058291,0.311312364,0.81328599,-0.321988198,-0.191739871,-0.770813941,1.435210037,-0.405607359,0.006470442,0.095718988,-0.174866911,0.433386843,0.979302464,2.074970177,-0.246143932,-0.595605874,-1.147104545,-0.553704612,1.287042932,-0.782927344,-0.20322735,0.268947299,-0.781474583,1.001393053,-0.555525227,0.182504566,-0.404618856,-0.594246202,-0.125012962,0.02967323,0.281033518,0.392453522,0.537455006,1.520626496,0.876560038,1.259074258,0.92436767,0.884706293,0.207500883,-0.699751335,-0.146204106,-0.720880553,-0.671989037,0.933336799,1.218948853,0.197358782,2.281184367,2.6559985,0.587363188,2.150534802,-1.083749646,-1.284594676,0.185375457,-0.225780706,-0.5384796,0.170621687,-0.158425525,-0.149555449,-0.454779473,0.260217216,0.761281998,-0.463611583,-0.499384901,0.533624829,1.902305125,0.030449033,1.297334734,1.858557582,0.447978203,0.497189136,1.052316716,0.425433889,3.298487428,-0.056464635,-0.267956699,-1.186536984,0.179997102,0.274820514,0.023512401,-0.766248804,0.243581189,-0.251650049,-0.086710281,-0.73546236,0.351866031,-0.705997424,-0.109801853,0.810718272,0.465798869,0.207603623,-1.137722242,-0.258554907,0.428729112,1.30931849,0.947095948,0.196609152,-0.085895326,-0.684597286,-0.440026924,0.075797763,0.362003499,0.419114679,1.511479983
7Networks_LH_Cont_Par_4,0.667202531,-0.030215855,-0.833259694,-1.004050575,-1.819049858,-0.7774076,-0.498330476,1.206973573,0.509865074,-0.610481747,0.100835173,0.770938805,1.343315374,-0.699008607,1.037980762,0.390498584,0.055113169,-0.441510934,0.343977849,0.189385047,0.77787058,0.340448482,0.265535173,-0.113311926,0.556032613,-1.101997377,0.529500173,0.32651282,-1.791466379,-0.896459192,-1.32365029,3.076800454,2.633582006,0.638789469,0.325203243,-0.992026989,-0.924302582,-1.143778114,2.159514629,-1.901425064,0.369555204,0.022080527,-0.298970745,0.264279943,-0.799677525,1.094847374,-0.644042954,-0.857270175,0.244429312,-0.853974883,-0.65822617,-0.41477132,0.17480514,-0.058061323,1.56083608,2.47185609,0.593859565,1.820439819,0.298124119,0.394071443,-1.154163854,-0.279149012,-1.039780356,2.490578978,1.492499066,0.832272642,5.811741072,4.36277565,1.219301536,1.293473818,-1.433405368,-1.082244406,0.092401998,-0.747601472,-0.118998303,0.96113226,1.681688443,-0.65143287,-1.698261697,-1.739739019,1.086831928,-0.136137598,-1.130478101,2.193886097,0.749944521,1.090709003,2.219545918,1.562042555,-0.475196806,-0.327414364,0.072266327,1.362391642,6.364102047,-0.713886017,0.051556776,-1.377601099,2.251106779,0.027313838,0.039046884,0.463523972,0.28233277,0.33730764,0.199937651,-0.563301433,-0.896799463,0.298073967,-0.409311088,-0.212616142,0.471422296,0.387640705,-1.669150351,-0.125820327,0.80833711,-0.207674928,0.066496667,0.433005933,0.014692361,-0.828832866,-0.451984872,0.84969561,-0.311613098,0.128388466,4.473403952
7Networks_LH_Cont_Par_5,1.034032966,0.537154962,-1.112454196,-1.427169372,-1.53018015,-0.974332739,-0.741980415,1.678395978,-0.780038793,-0.201646242,1.322529214,0.066018257,0.929138462,-1.501753757,0.014691143,-0.272596207,0.261961645,-0.510213679,0.71943444,0.037853258,0.285877742,0.068709646,0.859092184,0.080169061,0.511044079,-1.034051408,0.137346157,0.110203115,-2.102684979,-0.561004488,-0.598739217,1.738694526,0.955350401,1.600508775,-0.051629941,-1.365274484,-1.377205957,-1.215038411,1.000322659,-1.95058844,0.122497143,-0.34590317,-0.002203163,0.730114689,-0.472686016,1.587057814,-0.584189555,-0.686153598,0.486140904,-0.109534103,-0.677365814,0.111309899,-0.051083597,0.260775923,1.065150556,0.742431246,0.008125864,1.402181628,0.445995407,0.549193979,-1.429911971,-0.589180289,-1.593271092,3.051057228,1.32654897,1.326967709,5.299959588,2.502937704,1.141276674,2.627375628,-1.627840502,-1.505558086,-0.012819256,-0.030836223,0.277812841,0.332534068,0.462418211,-0.723052768,-0.950590179,-0.380685686,1.97076051,-0.170308152,-0.92593609,1.260852388,2.257355988,0.179582333,1.695232639,2.471035476,-0.122221906,0.703223434,1.231961252,1.990733425,3.620344172,-1.008146334,-0.45212355,-0.961625088,1.866335349,0.075254679,-0.39852274,0.221954405,0.072860911,1.261258623,0.000795748,-0.711667683,0.300291404,0.512940586,-0.778462444,0.604821897,0.590638669,6.06E-06,-1.346781366,0.195192379,0.643622545,0.293440976,0.498354045,0.501001014,-0.661705219,-1.094327189,-1.047080526,1.229140368,0.265499446,0.042649826,5.678234292
7Networks_LH_Cont_Par_6,4.089712276,1.046903477,-1.368428601,-0.830282397,-2.059422751,-1.250277415,-1.413987692,0.953162926,-0.605849422,0.007391735,0.80074528,0.384044674,1.374932363,-0.708821259,0.615656566,0.363654203,-0.01552304,-0.516752802,0.303888613,2.113072648,0.409841666,-0.18586649,0.801351765,1.011117624,-0.135095096,-0.865171519,1.280715373,0.575171876,-2.72542638,-1.07230622,-0.371707349,0.531530902,-0.696896368,1.395224249,0.102923534,-1.016692475,-1.409785886,-1.195925955,0.52199768,-2.222272938,0.069308376,-0.699678177,-0.446090644,1.200401,-0.938584192,3.343218141,-1.318608833,-0.517402219,-0.003903449,0.295615215,0.141802763,0.098168807,-0.017522662,-0.333298636,1.718141979,0.406490364,0.266043934,0.913609967,-0.374396707,0.301702224,-0.508052876,1.102745838,-1.568729881,1.827960241,1.91222379,0.342714578,2.44061531,0.024235276,1.806729161,0.818503978,-1.718146319,-1.179195384,0.58649116,1.743058074,1.186598367,0.318501278,0.6066427,-0.211609156,-0.651746327,-0.096041149,2.128683577,-0.973190094,-1.337727216,1.766501875,0.450044808,-0.291754861,0.032832371,3.293540678,0.189884014,0.493353968,1.335803962,0.387097733,0.668202032,-0.893776686,0.472875748,-2.816248736,1.297724158,-0.395248817,0.533106634,0.603078485,-0.355684837,0.314070614,1.329066533,-1.359979121,-0.329976466,1.039251107,-0.894256347,0.343843382,0.829794616,-0.660753682,-1.794919553,-0.048313744,1.107073325,0.706742428,1.131170262,1.70975893,-0.493165515,-0.988694379,-0.344502456,0.424590708,-0.489642013,0.484222959,5.010487062
7Networks_LH_Cont_Temp_1,0.022067517,-0.731983825,-0.232942423,-0.071991423,-0.535153759,-0.120477685,0.270846627,-0.334495274,1.266197342,-0.150100433,0.008810079,-0.432278973,0.225694103,-0.23720383,1.206129162,1.067877909,-0.299736048,0.462128442,0.68462677,-0.431688005,1.235046687,-0.253117545,-0.084493388,-0.540096096,0.087504001,-0.449264316,-0.163848011,-0.416036439,0.273553444,0.48580573,-0.525807732,2.239059925,1.407904406,-0.047432935,0.669010823,-0.637914045,-0.436626515,-0.204929606,1.587903769,-0.604315601,0.812098503,-0.389246676,0.346303502,-0.144387834,-0.692718377,0.556422386,0.115847336,-0.342669187,-0.54635498,-1.201797994,-0.642385936,0.621911548,0.48955915,-0.040142244,-0.335229776,2.651576256,2.288064611,2.696213717,0.942308088,0.074273498,-0.101778362,-0.283782525,0.800752061,0.128423041,0.74010562,2.937256253,3.118151913,1.422667305,0.989824059,-0.024078626,-0.871898477,-0.566555561,-0.510516726,-1.0679516,-0.602351576,0.713413969,0.076641113,-0.13207635,-1.247230533,-0.382673009,-0.758455644,0.128468726,-0.496842566,2.470089614,0.073343702,1.446828386,1.584679125,-0.368498213,0.604178484,-0.829243367,-0.325938226,0.045362388,4.175749529,0.010881181,-0.058573272,-0.651917986,0.716037249,0.348334536,0.338946086,-0.337125563,2.91746616,0.560331419,1.362214152,0.137856125,-0.117288407,-0.507590892,0.080532497,-0.179559208,0.456711523,0.499697585,-0.517803862,0.114869149,0.665088528,1.333871222,-0.668494585,0.101686499,0.28617101,0.72541594,-0.715545794,-0.040347103,-0.510296369,0.741649241,-0.189665981
7Networks_LH_Cont_OFC_1,-0.569402815,-0.436252276,-0.199953029,0.417521147,-0.548012014,0.244019371,0.153985828,-0.610248853,0.152525932,-0.192668296,0.298571642,-0.447391655,-0.363743766,0.348014399,1.235869685,-0.421271618,-0.275223335,-0.645565094,0.653405325,-0.143817914,1.099471639,1.512682944,-0.111772533,-0.924346147,-0.646345548,0.041545686,0.329212192,-0.920136459,0.513768665,-0.10056692,-0.311562971,0.082082633,0.627655617,-0.040261942,-0.164509232,-0.370450325,-0.592472002,-0.378022033,0.521906181,0.432869373,-0.362208528,-0.403241625,-0.270883947,0.109920993,0.375254055,0.106261007,0.196670828,-0.179601905,0.377487714,-0.504581809,-0.230552774,-0.520395696,0.236423187,0.308434123,-0.08685426,-0.009941999,-0.109200974,0.244628127,-0.545475525,0.475157527,-0.590856111,0.56508819,0.58978368,-0.041607247,0.284412549,0.537199387,0.228953899,0.213972878,-0.181008917,-0.381994797,-0.320191913,0.577421722,-0.472866047,-0.968592438,-0.17035673,-0.150744044,0.260234242,-0.599554526,0.117152848,-0.448055109,-0.301304381,-0.014588555,-0.582846112,-0.502969266,0.49684603,0.15608192,-0.503687369,-0.558000135,0.085256264,-0.264800782,-0.096799454,0.059978874,0.750330015,0.050369325,-0.475935404,0.31606493,0.518433874,0.39092502,-0.465012447,-0.325145442,0.404132013,-0.658951455,-0.019767866,0.095703574,-0.387952118,-0.329306861,-0.03635005,-0.102607994,0.99397178,-0.251038707,0.567779739,-0.139897478,-0.421953717,0.859151452,-0.174024772,-0.671597295,0.256806894,0.63572331,-0.193613213,-0.673700033,-0.26270402,-0.328128692,-0.501204806
7Networks_LH_Cont_PFCl_1,0.576452909,-0.902222866,-0.347409696,-0.330070935,-0.786187269,0.433518939,-0.240785212,-1.040690812,0.577858777,-0.084632071,0.497309513,-0.164164909,0.590966142,-0.430245319,0.209361958,0.094093265,-0.267854512,-0.632917092,1.003615936,-0.566272206,1.341339498,1.001232958,-0.220717137,-0.507702641,0.059852217,0.260636429,-0.070999233,0.171618671,0.008675025,1.17953505,0.372740083,1.590664082,1.601273457,0.824078014,0.220483132,-0.153200691,-0.842361387,0.328836417,0.596008139,-0.096633904,-0.196985281,-0.286218249,-0.132084135,0.581800619,-0.362746093,-0.253759657,-0.032713501,-0.18757606,0.953755613,-0.774266152,-0.287540957,0.136980022,0.278564045,-0.211522218,0.094501998,1.458927196,1.060544123,1.984127017,0.966746048,0.601299917,-0.636309181,-0.160922446,-0.186719247,0.897695499,0.734271688,0.740639638,2.131737325,1.58094405,0.234258418,0.173775624,0.082287173,-0.481044549,-0.475621651,-1.042629133,-0.862801237,1.135798944,-0.587422099,-0.898808261,-0.163148676,-1.220507134,0.927277978,-0.370752226,-0.442036204,1.484628246,2.823017305,1.076498124,1.103157201,0.329642615,0.501690358,-0.228676231,-0.066630521,0.02083989,3.014185534,-0.366772191,-0.730921457,-0.327102811,1.979655933,-0.301640446,-0.335620945,-0.023027933,0.581125869,0.596544174,0.728445481,-0.420215326,0.581757727,-0.919243393,0.279564261,-0.366483615,1.174351425,1.196087851,-0.303375635,-0.170366652,0.44531393,0.1481952,0.313730568,0.258915328,-0.113609858,0.831291185,-0.610425438,-0.329907015,0.482868368,0.086481984,0.449932152
